TRADE_OUTLET_ID;TRADE_OUTLET_CODE;INTERNAL_ORG_ID;EXTERNAL_ORG_ID;EXTERNAL_ORG_NM;TRADING_NETWORK_CD;BUSH_HOOKUP;TRADE_OUTLET_NM;TRADE_OUTLET_DESC;REGION_NM;REGION_OFFICE;PHONE_NO;EMAIL_TXT;CONTACT_PERSON_NM;EMPLOYEE_ID;MANAGER_PHONE_NO;ANNUAL_TURNOVER_AMT;DISCOUNT_RATE_PCT;REMOTENESS_NUM;TURNOVER_CATEGORY_CD;CONNECTION_TYPE_CD;AUHTORISATION_TYPE_CD;REGISTRATION_DT;EQUIPMENT_TYPE_CD;GROSS_AREA;WEB_CAM_FLG;ULTRAVIOL_DET_FLG;DESK_CNT;TRADE_OUTLET_STATUS_CD;PROCESSED_DTTM;LOAD_ID;RECORD_STATUS;TT_SPECIES;RESPONSE_PERSON_NM;ACTIVITY_TT;CREATED_BY_PERSON_NM;CREATED_DTTM;MDSE_CATEGORY_NM;COMMON_AGREEMENT_FLG;TRADE_ORGANIZATION_ID;CRM_KKO_INTERNAL_ORG_ID;CRM_KKO_INTERNAL_CODE;ONLINE_STORE_FLG;PARENT_TRADE_OUTLET_NM;PARENT_TRADE_OUTLET_CODE;TRADE_OUTLET_CLASSIFICATION;RESP_AGENT_SALES;RESP_PERSON;RESP_PARTNER_SALES;RESP_AGENT_SALES_POSITION;RESP_PERSON_POSITION;RESP_PARTNER_SALES_POSITION;RESP_AGENT_SALES_CODE;RESP_PERSON_CODE;RESP_PARTNER_SALES_CODE;RESP_AGENT_SALES_LOGIN;RESP_PERSON_LOGIN;RESP_PARTNER_SALES_LOGIN;EXT_SYSTEM_TRADE_OUTLET_ID;CITY;POSTCODE;STREET;HOUSE;CORPUS;OFFICE;CHAIRS_CNT;NOTEBOOKS_CNT;PRINTERS_CNT;RACKS_CNT;ACTIVITY_DATE;CREATED_BY_PERSON_NO;MANAGER_EMAIL_TXT;PRODUCT_LINES_TXT;KLADR;ADDRESS_LINE_TXT;STATE_TYPE_DESC;DISTRICT_TYPE_DESC;DISTRICT_NM;CITY_TYPE_DESC;SETTLEMENT_TYPE_DESC;SETTLEMENT_NM;STREET_TYPE_DESC;STATE_NM;TRADE_OUTLET_CODE_PRV;SMS_CODE;SMS_CODE_CANCEL_REASON;WRK_HRS_MON_TO_FRI_START;WRK_HRS_MON_TO_FRI_END;WRK_HRS_SAT_START;WRK_HRS_SAT_END;WRK_HRS_SUN_START;WRK_HRS_SUN_END;TRADING_NETWORK_CODE;SAFE_FLG;CABINET_FLG;LATITUDE;LONGITUDE;LOCATION_ACCURACY;FIAS_CODE;PAPERLESS11_REJECT;ROUTE_TXT;CLIENT_NAV_FLG
976BD00B19FD1F9B44257B6E0040D6D8;770102231000141;Кредитно-кассовый офис ОАО «ОТП Банк» в г. Калининград;770102231;IPOS-ЕДИНЫЙ ДОГОВОР;;;ККО_Калининград;;СЕВЕРО-ЗАПАДНЫЙ;КАЛИНИНГРАД;8-962-269-50-11;;Иванов Игорь Владимирович;Иванов Игорь Владимирович;8-962-269-50-11;5000,00;;0,00;;Выделенная линия;Электронная;20.05.2013 10:06:31;;1,00;Установлена;Установлен;1,00;Зарегистрирована в системе;18.03.2022 8:11:45;17698,00;I;1,2 порядок;;Активна;Трунова У.А.;17.05.2013 14:48:00;Услуги;1;DB660AC59189575644257B21004B5BA3;1-4TFH-98;3901;;;;Офис ККО;;;Жильцова Ю.С.;;;Управляющий;;;60481031;;;;;КАЛИНИНГРАД;236022;пл. Победы;4;;;1,00;1,00;1,00;1,00;07.09.2021 17:28:44;3656;;POS, CASH, INST, UPSELL;;236022, КАЛИНИНГРАД, пл. Победы, д. 4;;;;;;;;;;;;01.01.0001 10:00:00;01.01.0001 18:00:00;;;;;;;;;;;;;Рядом с техническим университетом, Калининградский Деловой центр. 4 подьезд,5 этаж.;1
977B05F44F0BF2784325866900499980;770104668000147;Кредитно-кассовый офис ОАО «ОТП Банк» в г. Пятигорск;770104668;СНЕЖНАЯ КОРОЛЕВА СК ТРЕЙД ЕДИНЫЙ ДОГОВОР;Снежная королева;;"""Снежная королева"" , ООО СК Трейд, г. Грозный, Шейх-Мансуровский район, пр-кт В.В. Путина, д. 40";;ЮЖНЫЙ;ПЯТИГОРСК;8(495)411-69-05;dmitry.orlov@snowqueen.ru;Дмитрий Орлов;Дмитрий Орлов;8(495)411-69-05;;;;;;;27.01.2021 17:21:09;;;Установлена;;1,00;Зарегистрирована в системе;18.03.2022 8:11:45;17698,00;I;1,2 порядок;;Активна;Охапкина Е.В.;26.01.2021 16:23:00;Меха;1;D56D03218876A4DB4325806E0047F3B4;1-4TFH-60;2602;;;;1,2 порядок;;;Ибишов А.У.;;;Руководитель партнерских и агентских продаж;;;60449280;;;CN=Adam U Ibishov/O=REP;;Грозный;364024;им В.В.Путина;40;;;;1,00;1,00;;27.01.2021 17:21:09;60492061;dmitry.orlov@snowqueen.ru;POS, CASH, INST, UPSELL;20000001000025700;364024, Чеченская Респ, Грозный г, им В.В.Путина пр-кт, д. 40;Респ;;;г;;;пр-кт;Чеченская;;1;;01.01.0001 9:00:00;01.01.0001 21:00:00;01.01.0001 9:00:00;01.01.0001 21:00:00;01.01.0001 9:00:00;01.01.0001 21:00:00;NW00700;;;43.321494;45.6853616;STREET;;;ТЦ ГРОЗНЫЙ МОЛ, Магазин СНЕЖНАЯ КОРОЛЕВА, 2 ЭТАЖ, кредитный отдел;1
9780F8E99A728174432587F100261156;770105930000045;Московский ККО;770105930;КБМ НОВЫЕ СЕГМЕНТЫ КРЕДИТНЫЕ СИСТЕМЫ БРОКЕР ЕДИНЫЙ ДОГОВОР;КБМ Новые сегменты;;"14-09 ООО Кредитные Системы ООО ""ТД ВЕЛЕС"" г. Красногорск, тер. автодорога Балтия, 23 км, к. 1";;МОСКОВСКИЙ;МОСКВА;8 963 690-91-14;molchanova@stilkuhni.com;Молчанова Ирина Витальевна;Молчанова Ирина Витальевна;8 963 690-91-14;;;;;;;22.02.2022 17:45:59;;;Установлена;;1,00;Зарегистрирована в системе;18.03.2022 8:11:45;17698,00;I;1,2 порядок;;Активна;Лебедева Е.А.;22.02.2022 9:55:00;Спортивные услуги, Страховые полисы, Спорт инвентарь, Одежда/Обувь/Сумки, Образовательные услуги, Садовое оборуд. и инвентарь, Охота и рыбалка, Медицинские услуги, Косметика, Мед. оборудование, Музыкальные инструменты, Детские товары, Билеты и туры, Автозапчасти, шины, диски, Электр./газ. плиты, Текстиль и предметы интерьера, Тепло/Водо/Газ. Оборудование;1;DE3F284B93BD104E4325841000504421;1-4TFH-7;7701;;;;Брокер;;;Мурадова Л.;;;Руководитель партнерских и агентских продаж;;;60443646;;;CN=Lyaman Muradova/O=REP;05022220221012648;Красногорск;143420;23-й;1;;;;;;;22.02.2022 17:45:59;60479696;molchanova@stilkuhni.com;POS, CASH, INST, UPSELL;5000004900003050001;143420, Московская обл, Красногорск г, автодорога Балтия тер, 23-й км, д. 1;обл;;;г;тер;автодорога Балтия;км;Московская;;;Не предусмотрено типом ТТ;01.01.0001 9:00:00;01.01.0001 21:00:00;01.01.0001 9:00:00;01.01.0001 21:00:00;01.01.0001 9:00:00;01.01.0001 21:00:00;NW01006;;;;;;;;"г.Красногорск, ООО ""ТД ВЕЛЕС"". 2 эт.";1
980F9426F0CBDD2F43258473001F951C;2501015010001798;Кредитно-кассовый офис ОАО «ОТП Банк» в г. Благовещенск;250101501;ДНС РИТЕЙЛ ЕДИНЫЙ ДОГОВОР;ДНС;;"""ДНС Райчихинск"" ООО ""ДНС Ритейл"" Амурская обл, Райчихинск г., Победы ул., д.14";;ДАЛЬНЕВОСТОЧНЫЙ;БЛАГОВЕЩЕНСК;89147129745;sergienko@dns-shop.ru;Сергиенко Евгений Александрович;Сергиенко Евгений Александрович;89147129745;;;;;;;12.09.2019 14:37:50;;;Установлена;Установлен;1,00;Зарегистрирована в системе;18.03.2022 8:11:45;17698,00;I;1,2 порядок;;Активна;Юдина М.В.;12.09.2019 8:44:00;Авто аудио-видео системы, Двери/Окна/ПВХ, Домашние аудио-видео системы, Игровые приставки, Компьютеры и комплектующие, Мелкая бытовая техника, Ноутбуки, Принтеры/Факсы/Копиры/Сканеры, Пылесосы, Системы очистки/Кондиционеры, Спутниковые тарелки/антенны, Стиральные/Посудомоечн. машины, Стройматериалы/Инструменты, Телевизоры/плазменные панели, Телефоны/Гаджеты/Аксессуары, Тепло/Водо/Газ. Оборудование, Фото/Видеокамеры/Комплектующие, Холодильники, Электр./газ. плиты;1;4264EAFA5543D04D43258240004C688A;1-4TFH-36;2801;;;;1,2 порядок;Афанасьева Е.А.;Юдина М.В.;;Руководитель Агентских продаж;Главный специалист;;60439205;10023463;;CN=Evgeniya Al Afanaseva/O=REP;CN=Marina V Yudina/O=REP;;;Райчихинск;676790;Победы;14;;;;1,00;1,00;;12.09.2019 14:37:50;10023463;sergienko@dns-shop.ru;POS, CASH, INST, UPSELL;2800000200000970065;676790, Амурская обл, Райчихинск г, Победы ул, д. 14;обл;;;г;;;ул;Амурская;;1;;01.01.0001 9:00:00;01.01.0001 20:00:00;01.01.0001 9:00:00;01.01.0001 20:00:00;01.01.0001 9:00:00;01.01.0001 20:00:00;NW00149;;;;;;;;ТЦ Сити;1
9828644A111DEE3E4325879F002770AC;110101549000001;Кредитно-кассовый офис ОАО «ОТП Банк» в г. Сыктывкар;110101549;Мехико Павлов;;;Мехико, И.П. Павлов И.А., Ухта, 40 лет Коми АССР, д. 14/11;;СЕВЕРО-ЗАПАДНЫЙ;СЫКТЫВКАР;89041020021;kcrk01@gmail.com;Кожевникова Екатерина Витальевна;Павлов Иван Анатольевич;89128610020;;;;;;;23.12.2021 13:47:39;;;Установлена;;1,00;Зарегистрирована в системе;18.03.2022 8:11:45;17698,00;I;1,2 порядок;;Активна;Лужбина М.Н.;02.12.2021 10:10:00;Меха, Меха/Дубленки/Кожаные куртки;;1593D6FC6A7ADB2C4325879F0024E8B2;1-4TFH-50;1101;;;;1,2 порядок;;;Подорова М.А.;;;Руководитель партнерских и агентских продаж;;;10010263;;;CN=Marina A Podorova/O=REP;;Ухта;169313;40 лет Коми АССР;14/11;;;;;;;23.12.2021 13:47:39;2979;kcrk01@gmail.com;POS, CASH, INST, UPSELL;1100000800000050010;169313, Коми Респ, Ухта г, 40 лет Коми АССР ул, д. 14/11;Респ;;;г;;;ул;Коми;;1;;01.01.0001 9:00:00;01.01.0001 19:00:00;01.01.0001 10:00:00;01.01.0001 19:00:00;01.01.0001 10:00:00;01.01.0001 19:00:00;;;;63.5623414;53.6799958;0;;;"Жилой дом на 1 этаже находится ""Мехико"" (Остановка гостиница Тиман, либо Торговый дом Мир)";1
9879B7492A9EA1854325835A003C5F95;770103914015090;Кредитно-кассовый офис ОАО «ОТП Банк» в г. Владимир;770103914;СИТИЛИНК КРОНАР DIRECTCREDIT ЕДИНЫЙ ДОГОВОР;СИТИЛИНК;;"Ситилинк_ООО""Ситилинк""_Муром г, Куликова улица, дом 4";;МОСКОВСКИЙ;ВЛАДИМИР;89250055967;Kondakova.N@citilink.ru;Потопнин Сергей Михайлович;Потопнин Сергей Михайлович;89250055967;;;;;;;24.01.2019 14:20:06;;;Установлена;;1,00;Зарегистрирована в системе;18.03.2022 8:11:45;17698,00;I;1,2 порядок;;Активна;Сиротин А.М.;05.12.2018 13:59:00;Текстиль и предметы интерьера, Стиральные/Посудомоечн. машины, Спутниковые тарелки/антенны, Стройматериалы/Инструменты, Телевизоры/плазменные панели, Садовое оборуд. и инвентарь, Системы очистки/Кондиционеры, Спорт инвентарь, Телефоны/Гаджеты/Аксессуары, Принтеры/Факсы/Копиры/Сканеры, Тепло/Водо/Газ. Оборудование, Холодильники, Швейные машинки и оверлоки, Фото/Видеокамеры/Комплектующие, Сантехника, Пылесосы, Электр./газ. плиты, Игровые приставки, Ноутбуки, Музыкальные инструменты, Авто аудио-видео системы, Компьютеры и комплектующие, Мелкая бытовая техника, Домашние аудио-видео системы, Детские товары, Автозапчасти, шины, диски;1;50F1D2B8B3FDF56C43257F5B004FFB52;1-4TFH-95;3301;;;;Брокер;;;Калинкина Н.М.;;;Руководитель партнерских и агентских продаж;;;60506485;;;CN=Natalya M Kalinkina/O=REP;00551220181493351;Муром;602251;Куликова;4;;;;;;;24.01.2019 14:20:06;19761;Kondakova.N@citilink.ru;POS, CASH, INST, UPSELL;330000050000060;602251, Владимирская обл, Муром г, Куликова ул, д. 4;обл;;;г;;;ул;Владимирская;;;Не предусмотрено типом ТТ;01.01.0001 9:00:00;01.01.0001 21:00:00;01.01.0001 9:00:00;01.01.0001 21:00:00;01.01.0001 9:00:00;01.01.0001 21:00:00;NW00366;;;;;;;;"ТЦ ""Тибор"", 1 Этаж, на территории магазина Ситилинк";1
9884CB4EE1687048432582740041DE84;770102816000046;Кредитно-кассовый офис ОАО «ОТП Банк» в г. Астрахань;770102816;АСТМАРКЕТ ЕДИНЫЙ ДОГОВОР;АстМаркет;;АстМаркет, ООО АстМаркет, Черный Яр с, Первого Мая , дом 4;;ЮЖНЫЙ;АСТРАХАНЬ;8(85141)5-20-15;darya_manager_nvv@mail.ru;Багаевой Татьяны Михайловны;Багаевой Татьяны Михайловны;8(85141)5-20-15;800000,00;;350,00;;;;20.04.2018 17:14:50;;200,00;Установлена;Установлен;1,00;Зарегистрирована в системе;18.03.2022 8:11:45;17698,00;I;1,2 порядок;;Активна;Тюляева Н.С.;19.04.2018 14:59:00;;1;4EE4340EB409F5E344257CDE003F20D7;1-4TFH-31;3001;;;;1,2 порядок;Плотникова К.С.;Багринцева В.А.;;Руководитель Агентских продаж;Главный специалист;;60490265;11710;;CN=Kseniya S Plotnikova/O=REP;CN=Viktoriya A Tungatarova/O=REP;;;;416230;Первого Мая;4;;;1,00;1,00;1,00;1,00;20.04.2018 17:14:50;09975283;darya_manager_nvv@mail.ru;POS, CASH, INST, UPSELL;300120000010000;416230, Астраханская обл, Черноярский р-н, Черный Яр с, Первого Мая, д. 4;обл;р-н;Черноярский;;с;Черный Яр;;Астраханская;;1;;01.01.0001 9:00:00;01.01.0001 18:00:00;01.01.0001 9:00:00;01.01.0001 18:00:00;01.01.0001 9:00:00;01.01.0001 17:00:00;NW00095;Установлен;Установлена;;;;;;"Отдельностоящее здание ""Магазин Астмаркет"", слева Прокуратура, справа Почта, рядом магазин Пятерочка";1
989410F2593EC11943258479005BA849;620101931000001;Кредитно-кассовый офис ОАО «ОТП Банк» в г. Рязань;620101931;ЭЛЕКС КУЗНЕЦОВА Н.А. БРОКЕР ЭКСПЕРТ-РИТЕЙЛ;Элекс;;Элекс МС Шилово ИП Кузнецова Н.А. р.п. Шилово, ул. Первомайская д.46;;МОСКОВСКИЙ;РЯЗАНЬ;(4912) 500-004;courier@elex.ru;Кузнецова Наталия Анатольевна;Кузнецова Наталия Анатольевна;(4912) 500-004;;;;;;;23.09.2019 16:31:06;;;Установлена;Установлен;2,00;Зарегистрирована в системе;18.03.2022 8:11:45;17698,00;I;1,2 порядок;;Активна;Стеклова И.А.;18.09.2019 19:41:00;Детские товары, Домашние аудио-видео системы, Игровые приставки, Компьютеры и комплектующие, Мебель и комплектующие, Мелкая бытовая техника, Музыкальные инструменты, Ноутбуки, Одежда/Обувь/Сумки, Охота и рыбалка, Принтеры/Факсы/Копиры/Сканеры, Пылесосы, Садовое оборуд. и инвентарь, Системы очистки/Кондиционеры, Спорт инвентарь, Спутниковые тарелки/антенны, Стиральные/Посудомоечн. машины, Страховые полисы, Стройматериалы/Инструменты, Телевизоры/плазменные панели, Телефоны/Гаджеты/Аксессуары, Тепло/Водо/Газ. Оборудование, Услуги, Фото/Видеокамеры/Комплектующие, Холодильники, Швейные машинки и оверлоки, Электр./газ. плиты;;E601D8EDA1EEA30443258479005AD321;1-4TFH-12;6201;;;;Брокер;;;Шуклина И.А.;;;Руководитель партнерских и агентских продаж;;;60474640;;;CN=Irina A Shuklina/O=REP;888189201919415959;;391500;Первомайская;46;;;;1,00;1,00;;23.09.2019 16:31:06;6428;courier@elex.ru;POS, CASH, INST, UPSELL;6202500000100390042;391500, Рязанская обл, Шиловский р-н, Шилово рп, Первомайская ул, д. 46;обл;р-н;Шиловский;;рп;Шилово;ул;Рязанская;;;Не предусмотрено типом ТТ;01.01.0001 9:00:00;01.01.0001 21:00:00;01.01.0001 9:00:00;01.01.0001 21:00:00;01.01.0001 9:00:00;01.01.0001 21:00:00;NW00470;Установлен;;;;;;;Магазин Элекс здание одно  , напротив Магнит-Косметик;1
989B056D9ABFE416C32578EA003C8AD8;290100349000001;Кредитно-кассовый офис ОАО «ОТП Банк» в г. Архангельск;290100349;Позитроника Нарьян-Мар;;;Позитроника, ИП Тарасов А.В., г. Нарьян-Мар, ул. Оленная, 10А;;СЕВЕРО-ЗАПАДНЫЙ;АРХАНГЕЛЬСК;(81853)4-09-45;main@tarasoft.atnet.ru;Тарасов Алексей Владимирович;Тарасов Алексей Владимирович;(81853)4-09-45;500,00;;0,00;;Выделенная линия;Электронная;16.08.2011 14:52:52;;250,00;Установлена;Установлен;1,00;Документы получены;18.03.2022 8:11:45;17698,00;I;1,2 порядок;;Активна;Баланденко А.В.;12.08.2011 14:01:00;;;BF638293C41551DCC32578EA00398012;1-4TFH-86;2901;1;;;1,2 порядок;;;Пестерев Е.А.;;;Руководитель партнерских и агентских продаж;;;60491063;;;CN=Egor A Pesterev/O=REP;;НАРЬЯН-МАР;166000;Оленная;10;а;;1,00;1,00;1,00;1,00;16.08.2011 14:52:52;3227;main@tarasoft.atnet.ru;POS, CASH, INST;;166000, НАРЬЯН-МАР, Оленная, д. 10, кор. а;;;;;;;;;;;Не предусмотрено типом ТТ;01.01.0001 10:00:00;01.01.0001 19:00:00;01.01.0001 10:00:00;01.01.0001 19:00:00;01.01.0001 10:00:00;01.01.0001 18:00:00;;Установлен;Установлена;;;;;;магазин позитроника. кредитный отдел;1
989C0E3CD812C502432586E7002EE434;150100650000002;Кредитно-кассовый офис ОАО «ОТП Банк» в г. Владикавказ;150100650;ТЕРЕМОК;;;"Теремок, ООО ""Теремок"", Владикавказ г, Владивостокская ул, д. 18";;ЮЖНЫЙ;ВЛАДИКАВКАЗ;(8672) 40-31-63;teremok-v@bk.ru;Калаева Дзерасса Измаиловна;Калаева Дзерасса Измаиловна;(8672) 40-31-63;;;;;;;02.06.2021 18:28:34;;;Установлена;;1,00;Зарегистрирована в системе;18.03.2022 8:11:45;17698,00;I;1,2 порядок;;Активна;Бестаева А.А.;01.06.2021 11:32:00;Сантехника, Тепло/Водо/Газ. Оборудование;;6CD6ED593763FC504325832B00483456;2-2087U04;1501;;;;1,2 порядок;;;Хабалова М.З.;;;Руководитель партнерских и агентских продаж;;;09990026;;;CN=Mariya Z Khabalova/O=REP;;Владикавказ;362045;Владивостокская;18;;;;1,00;1,00;;02.06.2021 18:28:34;60490033;teremok-v@bk.ru;POS, CASH, INST, UPSELL;15000001000052000;362045, Северная Осетия - Алания Респ, Владикавказ г, Владивостокская ул, д. 18;Респ;;;г;;;ул;Северная Осетия - Алания;;1;;01.01.0001 10:00:00;01.01.0001 18:00:00;01.01.0001 10:00:00;01.01.0001 18:00:00;01.01.0001 10:00:00;01.01.0001 18:00:00;;;;43.0608372;44.6208581;STREET;;;ТТ находится слева от Авторынка Викалина. Серое здание двухэтажное здание;1
98AFEF3494C630C24325863A004FB740;2501015020002898;Кредитно-кассовый офис ОАО «ОТП Банк» в г. Новороссийск;250101502;ДНС РИТЕЙЛ БРОКЕР ЕДИНЫЙ ДОГОВОР;ДНС БРОКЕР;;"ДНС, ООО ""ДНС РИТЕЙЛ"" БРОКЕР, Абинск г, Горького ул, д. 26";;ЮЖНЫЙ;НОВОРОССИЙСК;89147129745;sergienko@dns-shop.ru;Сергиенко Евгений Александрович;Сергиенко Евгений Александрович;89147129745;;;;;;;15.12.2020 14:00:48;;;Установлена;;1,00;Зарегистрирована в системе;18.03.2022 8:11:45;17698,00;I;1,2 порядок;;Активна;Тарасова В.А.;10.12.2020 17:30:00;Компьютеры и комплектующие, Мелкая бытовая техника, Ноутбуки, Принтеры/Факсы/Копиры/Сканеры, Стиральные/Посудомоечн. машины, Стройматериалы/Инструменты, Телевизоры/плазменные панели, Телефоны/Гаджеты/Аксессуары, Холодильники, Электр./газ. плиты;1;C3E8D3230EC4B16B43258240004DB918;2-2082ADX;2305;;;;Брокер;;;Семикоз А.В.;;;Руководитель партнерских и агентских продаж;;;09982765;;;CN=Aleksandr V Semikoz/O=REP;32521012202017352103;Абинск;353320;Горького;26;;;;;;;15.12.2020 14:00:48;09946971;sergienko@dns-shop.ru;POS, CASH, INST, UPSELL;2300200100000190023;353320, Краснодарский край, Абинский р-н, Абинск г, Горького ул, д. 26;край;р-н;Абинский;г;;;ул;Краснодарский;;;Не предусмотрено типом ТТ;01.01.0001 9:00:00;01.01.0001 19:00:00;01.01.0001 9:00:00;01.01.0001 19:00:00;01.01.0001 9:00:00;01.01.0001 19:00:00;NW00150;;;44.8686598;38.1512751;NEAREST_HOUSE;;;Многоэтажный дом, вход со стороны проспекта Комсомольского, 2 этаж;1
98DDF343AD27514E4325854400369394;660103452000058;Кредитно-кассовый офис ОАО «ОТП Банк» в г. Тамбов;660103452;МОБИЛЬНЫЙ ОФИС ЕДИНЫЙ ДОГОВОР;;;NEW mIPos_Рассказово_Куйбышевский проезд_ 2а (ТЦ_Торговый центр);;МОСКОВСКИЙ;ТАМБОВ;2578;I.Krasichkov@otpbank.ru;Красичков Игорь Викторович;Красичков Игорь Викторович;2578;;;;;;;16.04.2020 16:42:28;;;Установлена;;1,00;Зарегистрирована в системе;18.03.2022 8:11:45;17698,00;I;1,2 порядок;;Активна;Агафонова Т.В.;08.04.2020 12:56:00;Автозапчасти, шины, диски, Двери/Окна/ПВХ, Компьютеры и комплектующие, Мелкая бытовая техника, Садовое оборуд. и инвентарь, Стиральные/Посудомоечн. машины, Стройматериалы/Инструменты, Телевизоры/плазменные панели, Электр./газ. плиты;1;F0587FF75A7F1BC64325845F003DB691;1-4TFH-84;6801;;;;IPos;Жиркова А.С.;Агафонова Т.В.;;Руководитель Агентских продаж;Главный специалист;;60437618;10018456;;CN=Anastasiya S Zhirkova/O=REP;CN=Tatyana V Agafonova/O=REP;;;Рассказово;393250;Куйбышевский;2а;;;1,00;1,00;1,00;1,00;16.04.2020 16:42:28;10018456;I.Krasichkov@otpbank.ru;POS, CASH, INST, UPSELL;680000070000069;393250, Тамбовская обл, Рассказово г, Куйбышевский проезд, д. 2а;обл;;;г;;;проезд;Тамбовская;770102231000498;1;;01.01.0001 9:00:00;01.01.0001 18:00:00;01.01.0001 9:00:00;01.01.0001 18:00:00;01.01.0001 9:00:00;01.01.0001 18:00:00;;;;;;;;;"ТЦ ""Гранд"", 1 этаж, справа от входа, возле отдела женской одежды, располагается стол банка.";1
98E74E506A1FD624432583A0001F910B;640103388000001;Кредитно-кассовый офис ОАО «ОТП Банк» в г. Саратов;640103388;Ломоносов А.А.;;;Стройматериалы, ИП Ломоносов А.А., Саратовская обл., р.п. Перелюб, ул. Чапаевская, д. 94;;ВЕРХНЕВОЛЖСКИЙ;САРАТОВ;8-927-227-66-34;2276634@mail.ru;Ломоносов Андрей Александрович;Ломоносов Андрей Александрович;8-927-227-66-34;;;;;;;18.02.2019 12:21:29;;;Установлена;;0,00;Зарегистрирована в системе;18.03.2022 8:11:45;17698,00;I;1,2 порядок;;Активна;Баланда Е.Ю.;13.02.2019 8:44:00;Стройматериалы/Инструменты;;92035681A5404F94432583A0001F4C17;1-4TFH-8;6401;;;;1,2 порядок;Колонцова А.С.;Марковнина Д.В.;;Руководитель Агентских продаж;Главный специалист;;60506270;60505769;;CN=Aleksandra S Kolontsova/O=REP;CN=Darya V Markovnina/O=REP;;;;413750;Чапаевская;94;;;;;;;18.02.2019 12:21:29;60432389;2276634@mail.ru;POS, CASH, INST, UPSELL;640250000010030;413750, Саратовская обл, Перелюбский р-н, Перелюб с, Чапаевская ул, д. 94;обл;р-н;Перелюбский;;с;Перелюб;ул;Саратовская;;1;;01.01.0001 8:00:00;01.01.0001 17:00:00;;;;;;;;;;;;;Магазин стойматериалы, рядом Пятерочка, 1 этаж;1
98EBCF2966C1DFD343258412001DD963;2501015020001873;Кредитно-кассовый офис ОАО «ОТП Банк» в г. Новокузнецк;250101502;ДНС РИТЕЙЛ БРОКЕР ЕДИНЫЙ ДОГОВОР;ДНС БРОКЕР;;"ДНС (Брокер), ООО ""ДНС РИТЕЙЛ"", г.Новокузнецк, ул.ДОЗ д.10а";;СИБИРСКИЙ;НОВОКУЗНЕЦК;8(800)7707999;sergienko@dns-shop.ru;Петросян Карен;Петросян Карен;8(800)7707999;;;;;;;10.06.2019 16:24:59;;;Установлена;;1,00;Зарегистрирована в системе;18.03.2022 8:11:45;17698,00;I;1,2 порядок;;Активна;Васёв Т.В.;07.06.2019 8:26:00;Компьютеры и комплектующие, Мелкая бытовая техника, Ноутбуки, Принтеры/Факсы/Копиры/Сканеры, Стиральные/Посудомоечн. машины, Стройматериалы/Инструменты, Телевизоры/плазменные панели, Телефоны/Гаджеты/Аксессуары, Холодильники, Электр./газ. плиты;1;C3E8D3230EC4B16B43258240004DB918;1-4TFH-10;4202;;;;Брокер;Котина Е.В.;Тарасова Ю.А.;;Руководитель Агентских продаж;Главный специалист;;60415198;60488841;;CN=Elena V Kotina/O=REP;CN=Yuliya A Tarasova/O=REP;;01246201915242288;Новокузнецк;654005;Доз;10А;;;;1,00;1,00;;10.06.2019 16:24:59;60414507;sergienko@dns-shop.ru;POS, CASH, INST;4200001200002860089;654005, Кемеровская обл, Новокузнецк г, Доз ул, д. 10А;обл;;;г;;;ул;Кемеровская;;;Не предусмотрено типом ТТ;01.01.0001 10:00:00;01.01.0001 22:00:00;01.01.0001 10:00:00;01.01.0001 22:00:00;01.01.0001 10:00:00;01.01.0001 22:00:00;NW00150;Установлен;;;;;;;ТЦ, 2 этаж, левое крыло;1
98FE76D7FF47166C4325864D00205BAD;220103272000001;Кредитно-кассовый офис ОАО «ОТП Банк» в г. Барнаул;220103272;Рожков М.С;;;Электрон, ИП Рожков М.С., с. Курья, ул. Центральная, 78в;;СИБИРСКИЙ;БАРНАУЛ;+73855764418;baza-elektron@mail.ru;Рожков Максим Сергеевич;Рожков Максим Сергеевич;+73855764418;;;;;;;01.02.2021 15:28:33;;;Установлена;Установлен;1,00;Зарегистрирована в системе;18.03.2022 8:11:45;17698,00;I;1,2 порядок;;Активна;Кудрина М.В.;29.12.2020 8:53:00;Мелкая бытовая техника, Садовое оборуд. и инвентарь, Стиральные/Посудомоечн. машины, Текстиль и предметы интерьера, Холодильники, Электр./газ. плиты;;72B651889A0CAE094325864800174A66;1-4TFH-35;2201;;;;1,2 порядок;Клишина Т.В.;Запрягаев Д.С.;;Руководитель Агентских продаж;Главный специалист;;60449667;60520307;;CN=Tatyana V Klishina/O=REP;CN=Denis S Zapryagaev/O=REP;;;;658320;Центральная;78в;;;;1,00;1,00;;01.02.2021 15:28:33;60423881;baza-elektron@mail.ru;POS, CASH, INST, UPSELL;2202500000100010215;658320, Алтайский край, Курьинский р-н, Курья с, Центральная ул, д. 78в;край;р-н;Курьинский;;с;Курья;ул;Алтайский;;1;;01.01.0001 9:00:00;01.01.0001 18:00:00;01.01.0001 10:00:00;01.01.0001 15:00:00;;;;;;51.5989402;82.2901272;NEAREST_HOUSE;;;"Напротив магазина ""Сибирь"", рядом с почтой";1
